0	484	757	1100	1200	1600	522	1100	1500	1600	1300	1600	1200	1500	730	909	1300	1500	1500	2600	2300	685	960	1400	1400	1800	1800	916	1200	486	1500
484	0	847	1500	1300	1700	858	1500	1800	2000	1600	1700	1500	1800	1200	1400	1800	2000	2000	3000	2700	1100	1400	1800	1800	2200	2100	1300	1600	845	1300
757	847	0	1300	638	988	804	1700	2100	2200	1800	1900	1800	2000	1500	1700	2100	3300	3300	3200	2900	1400	1700	2100	2100	2400	2400	1500	1800	1100	1600
1100	1500	1300	0	1900	1900	629	1700	1700	1900	1900	2000	1800	2100	1900	2100	2500	3300	3300	3200	3400	1900	2200	2600	2600	3100	2900	2000	2300	1600	2100
1200	1300	638	1900	0	513	1300	2200	2500	2700	2300	2400	2200	2500	1900	2100	2500	2700	2700	3700	3400	1900	2200	2600	2600	3000	2900	2000	2300	1600	2100
1600	1700	988	1900	513	0	1900	2400	2800	3100	2700	2800	2600	2900	2300	2500	2900	3100	3100	3400	3700	2200	2500	2900	2900	3400	3200	2400	2700	1900	2400
522	858	804	629	1300	1900	0	1000	1400	1500	1300	1400	1200	1500	1300	1500	1900	2700	2700	2700	2800	1300	1600	2600	2000	2500	2300	1400	1700	997	1500
1100	1500	1700	1700	2200	2400	1000	0	2100	536	473	1000	1100	1200	1900	2100	2500	2700	2700	2700	2900	1900	2200	3200	2600	3100	2900	2000	2300	1600	2100
1500	1800	2100	1700	2500	2800	1400	2100	0	354	360	885	994	1000	2300	2500	2900	2600	2600	2500	2700	2200	2500	3100	2900	3400	3300	2400	2700	2000	2500
1600	2000	2200	1900	2700	3100	1500	536	354	0	389	684	942	816	2400	2600	2900	2400	2400	2300	2500	2400	2700	2900	3100	3600	3400	2500	2800	2100	2600
1300	1600	1800	1900	2300	2700	1300	473	360	389	0	552	595	688	2100	2200	2800	2300	2300	2200	2400	2000	2300	2800	2700	3200	3000	2200	2500	1700	2200
1600	1700	1900	2000	2400	2800	1400	1000	885	684	552	0	320	243	2100	2400	2200	1600	1600	1600	1800	2100	2400	2100	2800	3300	3100	2200	2500	2600	2300
1200	1500	1800	1800	2200	2600	1200	1100	994	942	595	320	0	225	2000	2200	2300	1800	1800	1700	2000	2000	2300	2300	2600	3100	3000	2100	2400	1700	2100
1500	1800	2000	2100	2500	2900	1500	1200	1000	816	688	243	225	0	2300	2400	2200	1600	1600	1600	1700	2200	2500	2500	2900	3300	3200	2400	2700	1900	2400
730	1200	1500	1900	1900	2300	1300	1900	2300	2400	2100	2100	2000	2300	0	554	756	1200	1200	1500	1400	920	1100	1200	1800	2300	2100	1300	1600	832	1200
909	1400	1700	2100	2100	2500	1500	2100	2500	2600	2200	2400	2200	2400	554	0	538	749	740	1000	959	748	895	1000	2000	2500	2300	1400	1700	1000	1500
1300	1800	2100	2500	2500	2900	1900	2500	2900	2900	2800	2200	2300	2200	756	538	0	482	344	753	863	1200	1300	1400	2200	2900	2700	1800	2100	1400	1900
1500	2000	3300	3300	2700	3100	2700	2700	2600	2400	2300	1600	1800	1600	1200	749	482	0	198	240	651	1400	1500	1400	2100	3900	3700	2800	3100	1600	2900
1500	2000	3300	3300	2700	3100	2700	2700	2600	2400	2300	1600	1800	1600	1200	740	344	198	0	488	899	1400	1500	1600	2300	3100	2900	2000	2300	1600	2100
2600	3000	3200	3200	3700	3400	2700	2700	2500	2300	2200	1600	1700	1600	1500	1000	753	240	488	0	583	1700	1800	1300	2000	3800	3600	2800	3100	1900	2800
2300	2700	2900	3400	3400	3700	2800	2900	2700	2500	2400	1800	2000	1700	1400	959	863	651	899	583	0	1400	1300	594	1400	3100	3000	2100	2400	2300	2200
685	1100	1400	1900	1900	2200	1300	1900	2200	2400	2000	2100	2000	2200	920	748	1200	1400	1400	1700	1400	0	380	862	1800	2300	2100	1200	1500	787	1300
960	1400	1700	2200	2200	2500	1600	2200	2500	2700	2300	2400	2300	2500	1100	895	1300	1500	1500	1800	1300	380	0	800	2100	2600	2400	1500	1800	1100	1600
1400	1800	2100	2600	2600	2900	2600	3200	3100	2900	2800	2100	2300	2500	1200	1000	1400	1400	1600	1300	594	862	800	0	1600	3300	3200	2300	2600	1500	2400
1400	1800	2100	2600	2600	2900	2000	2600	2900	3100	2700	2800	2600	2900	1800	2000	2200	2100	2300	2000	1400	1800	2100	1600	0	2300	2100	1300	1600	1400	1300
1800	2200	2400	3100	3000	3400	2500	3100	3400	3600	3200	3300	3100	3300	2300	2500	2900	3900	3100	3800	3100	2300	2600	3300	2300	0	230	1200	666	2000	1000
1800	2100	2400	2900	2900	3200	2300	2900	3300	3400	3000	3100	3000	3200	2100	2300	2700	3700	2900	3600	3000	2100	2400	3200	2100	230	0	1000	667	1800	833
916	1300	1500	2000	2000	2400	1400	2000	2400	2500	2200	2200	2100	2400	1300	1400	1800	2800	2000	2800	2100	1200	1500	2300	1300	1200	1000	0	335	904	220
1200	1600	1800	2300	2300	2700	1700	2300	2700	2800	2500	2500	2400	2700	1600	1700	2100	3100	2300	3100	2400	1500	1800	2600	1600	666	667	335	0	1200	521
486	845	1100	1600	1600	1900	997	1600	2000	2100	1700	2600	1700	1900	832	1000	1400	1600	1600	1900	2300	787	1100	1500	1400	2000	1800	904	1200	0	904
1500	1300	1600	2100	2100	2400	1500	2100	2500	2600	2200	2300	2100	2400	1200	1500	1900	2900	2100	2800	2200	1300	1600	2400	1300	1000	833	220	521	904	0
